company,year,netprofitmargin,grossprofit,revenue,netincome,costandexpenses,costofgoodsandservices,netproft,ebit,interest,ebt,proftaftertax,grossprofitmargin,YoY Revenue Change %,date,Sector
GOOG,2021,236.0539505,24042077.52,24541000,57930000,1208639.266,498922.4825,19376082.19,22833438.25,38047.4348,22795390.82,3419308.623,97.96698389,133738.5355,5/16/2021,Technology
MSFT,2021,135.6686081,58247102.81,59579000,80830000,2683716.165,1331897.188,47112544.85,55563386.65,136863.2963,55426523.35,8313978.503,97.76448549,55029.01358,4/21/2021,Technology
TSLA,2021,92.15636069,46562779.99,46866000,43190000,999985.0677,303220.0083,38690964.01,45562794.92,44013.7334,45518781.19,6827817.179,99.35300643,69983.46136,5/24/2021,Automotive Technology
BABA,2021,50.96073517,5927880.549,5985000,3050000,134244.6468,57119.4512,4912991.488,5793635.902,13645.9159,5779989.986,866998.4979,99.0456232,548693.9014,7/20/2021,Consumer Discretionary
AMZN,2021,136.0791767,43029340.87,43144000,58710000,672667.3249,114659.1342,35935413.68,42356673.54,79716.2674,42276957.27,6341543.591,99.73424083,76029.50816,6/6/2021,Consumer Discretionary
MSFT,2021,197.4258386,45319922.43,45374000,89580000,976000.4687,54077.5654,37641288.24,44343921.97,60053.4507,44283868.52,6642580.277,99.88081817,72287.96447,2/11/2021,Technology
MSFT,2021,207.5816449,43052112.64,43236000,89750000,242117.7937,183887.3591,36373058.66,42809994.85,18161.1334,42791833.71,6418775.057,99.57468924,75867.5155,6/9/2021,Technology
TSLA,2021,274.6566792,27502257.14,28035000,77000000,331253.6673,532742.864,23077232.46,27171003.47,21318.223,27149685.25,4072452.787,98.09972226,117058.2486,3/22/2021,Automotive Technology
NVDA,2021,244.4992856,37584617.52,38495000,94120000,958013.8799,910382.4842,31097925.97,36626603.64,40808.3757,36585795.26,5487869.289,97.63506304,85223.58748,4/9/2021,Technology
BABA,2021,152.4345783,24565359.44,24686000,37630000,357018.7795,120640.5621,20543950.5,24208340.66,38987.1285,24169353.53,3625403.03,99.51129968,132952.3981,11/24/2021,Consumer Discretionary
GOOG,2020,111.2154636,45636298.76,45785000,50920000,650334.7188,148701.2424,38203687.54,44985964.04,40449.2869,44945514.75,6741827.213,99.67521843,71638.1566,11/24/2020,Technology
MSFT,2020,273.0351983,41473699.26,42218000,115270000,1140485.654,744300.7446,34198524.74,40333213.6,99655.0807,40233558.52,6035033.778,98.23700615,77699.31546,1/4/2020,Technology
GOOG,2023,73.35506817,6616645.5,6748000,4950000,217238.0713,131354.5001,5430971.826,6399407.429,10028.81,6389378.619,958406.7928,98.05343064,486641.479,7/24/2023,Technology
AMZN,2020,229.0063566,35204673.25,35868000,82140000,1238286.877,663326.7536,28826073.82,33966386.37,53358.3478,33913028.02,5086954.203,98.15064472,91472.75287,4/7/2020,Consumer Discretionary
BABA,2023,197.3253913,16909977.45,17124000,33790000,241250.2548,214022.5533,14165848.51,16668727.19,3023.0639,16665704.13,2499855.619,98.75016028,191708.6604,6/29/2023,Consumer Discretionary
AAPL,2021,135.0523066,42159207.65,43398000,58610000,916152.9091,1238792.346,35040096.08,41243054.74,19412.2983,41223642.45,6183546.367,97.14550821,75583.93705,1/26/2021,Technology
MSFT,2021,134.1440144,56223408.84,57647000,77330000,1895521.663,1423591.159,46055396.14,54327887.18,145068.1857,54182818.99,8127422.849,97.53050261,56876.62498,12/7/2021,Technology
GOOG,2023,261.8470782,10207294.98,10319000,27020000,267724.7784,111705.0236,8440713.834,9939570.198,9318.6287,9930251.569,1489537.735,98.91748209,318199.3992,11/8/2023,Technology
ORCL,2022,232.4263039,48898109.02,49392000,114800000,167378.6077,493890.9837,41390636.21,48730730.41,35864.2813,48694866.13,7304229.919,99.00005875,66399.26101,7/8/2022,Technology
BABA,2020,144.6318416,57295261.83,58521000,84640000,455668.2277,1225738.174,48220630.4,56839593.6,109440.1842,56730153.41,8509523.012,97.90547295,56025.68992,8/11/2020,Consumer Discretionary
BABA,2022,204.6348065,49360813.15,50617000,103580000,2188670.356,1256186.849,40092184.26,47172142.8,4867.1961,47167275.6,7075091.34,97.51825108,64789.88877,3/9/2022,Consumer Discretionary
META,2021,61.46145231,43021840.85,43751000,26890000,1697920.187,729159.152,35061481.14,41323920.66,75119.3161,41248801.35,6187320.202,98.3333886,74973.28975,8/4/2021,Communication Service
AMZN,2022,263.8248264,58833473.8,59187000,156150000,1931778.374,353526.2047,48298919.85,56901695.42,79436.774,56822258.65,8523338.797,99.40269619,55394.13723,7/28/2022,Consumer Discretionary
GOOG,2023,208.9309478,20258565.9,20289000,42390000,724074.7004,30434.1039,16568067.4,19534491.2,42647.1995,19491844,2923776.599,99.84999702,161787.3035,7/22/2023,Technology
META,2021,102.3659306,24819324.76,25360000,25960000,1201604.467,540675.2427,20069460.51,23617720.29,6590.2769,23611130.01,3541669.502,97.86799983,129416.2263,7/26/2021,Communication Service
TSLA,2020,92.77440133,37889253.41,38502000,35720000,621255.8389,612746.5945,31650414.34,37267997.57,32215.9856,37235781.58,5585367.237,98.40853308,85208.07491,12/3/2020,Automotive Technology
AMZN,2021,117.4730476,29725693.53,30424000,35740000,939163.4867,698306.4734,24468492.85,28786530.04,67.8654,28786462.17,4317969.326,97.70475127,107858.5689,1/19/2021,Consumer Discretionary
BABA,2021,260.702396,41581164.28,42654000,111200000,1980815.677,1072835.718,33611180.03,39600348.61,57783.8615,39542564.74,5931384.712,97.48479459,76904.06761,8/19/2021,Consumer Discretionary
AAPL,2021,251.2599853,49796952.99,50199000,126130000,917455.9343,402047.0142,41501959.73,48879497.05,53662.0757,48825834.98,7323875.246,99.19909358,65330.21773,11/5/2021,Technology
NFLX,2022,278.2407407,8535034.402,8640000,24040000,410990.0733,104965.5979,6891048.357,8124044.329,16928.6148,8107115.714,1216067.357,98.78512039,380054.1088,3/2/2022,Entertainment
ORCL,2022,174.7933389,16345145.81,16694000,29180000,203749.7764,348854.192,13693523.68,16141396.03,31368.1756,16110027.86,2416504.178,97.91030195,196649.2213,5/16/2022,Technology
NVDA,2021,111.661897,19446562.24,19568000,21850000,864414.6949,121437.7583,15763649.41,18582147.55,36677.6531,18545469.89,2781820.484,99.37940639,167752.1821,8/19/2021,Technology
BABA,2022,157.1192987,45270003.22,46086000,72410000,1026267.13,815996.7771,37559228.48,44243736.09,56408.4659,44187327.63,6628099.144,98.22940421,71169.6155,7/18/2022,Consumer Discretionary
ORCL,2023,299.3175432,24617821.63,24910000,74560000,1112597.623,292178.3736,19969204.91,23505224,12041.755,23493182.25,3523977.337,98.82706394,131755.9414,11/18/2023,Technology
MSFT,2023,61.8,9727943.548,10000000,6180000,86621.8279,272056.4524,8192957.03,9641321.72,2548.7429,9638772.977,1445815.947,97.27943548,328353.15,3/4/2023,Technology
GOOG,2021,248.0131612,39322358.72,39510000,97990000,1266490.893,187641.2803,32326578.06,38055867.83,24599.5247,38031268.3,5704690.245,99.52507902,83031.65022,3/18/2021,Technology
NFLX,2020,198.9909028,25798040.73,26162000,52060000,938169.1173,363959.267,21108263.13,24859871.62,26620.876,24833250.74,3724987.611,98.60882476,125445.8872,5/24/2020,Entertainment
NVDA,2022,265.1988563,57430053.07,58409000,154900000,2570173.925,978946.9295,46627878.96,54859879.15,3550.9542,54856328.19,8228449.229,98.3239793,56133.31165,5/11/2022,Technology
AAPL,2020,184.2377747,41908146.26,42494000,78290000,453670.3003,585853.7398,35162509.68,41454475.96,86817.5141,41367658.45,6205148.767,98.62132598,77194.00621,1/1/2020,Technology
TSLA,2022,158.688819,10957896.86,11135000,17670000,522633.4933,177103.1438,8859364.19,10435263.36,12481.9624,10422781.4,1563417.21,98.4094913,294873.6417,6/7/2022,Automotive Technology
NVDA,2020,268.9697181,56073530.21,57460000,154550000,1012795.154,1386469.785,46761998.5,55060735.06,46619.1752,55014115.89,8252117.383,97.58706964,57062.05186,9/13/2020,Technology
TSLA,2021,76.60530952,32904592.23,32922000,25220000,1360236.847,17407.775,26743345.03,31544355.38,81596.5162,31462758.86,4719413.829,99.94712419,99667.07065,9/30/2021,Automotive Technology
TSLA,2021,240.6385201,13245711.49,13406000,32260000,84755.9927,160288.5053,11181148.9,13160955.5,6662.6784,13154292.82,1973143.924,98.80435249,244904.5875,1/23/2021,Automotive Technology
BABA,2020,172.1575036,37344087.74,37942000,65320000,17437.0538,597912.2565,31664654.76,37326650.69,74115.6829,37252535.01,5587880.251,98.42414144,86467.16831,1/23/2020,Consumer Discretionary
GOOG,2022,257.9223701,51913736.07,53330000,137550000,2037920.417,1416263.931,42309689.16,49875815.65,99710.762,49776104.89,7466415.734,97.34433915,61488.81493,3/12/2022,Technology
TSLA,2021,269.4844857,7947397.143,8186000,22060000,71533.5985,238602.8571,6682462.625,7875863.544,14142.8093,7861720.735,1179258.11,97.08523263,401137.6619,5/4/2021,Automotive Technology
GOOG,2020,254.0050823,44138273.18,45255000,114950000,1202392.659,1116726.815,36418496.56,42935880.53,90590.4582,42845290.07,6426793.51,97.5323681,72478.31179,8/9/2020,Technology
BABA,2021,168.7945614,11822861.31,12062000,20360000,196743.1875,239138.6858,9867816.252,11626118.13,16922.5362,11609195.59,1741379.339,98.01742094,272204.0541,8/14/2021,Consumer Discretionary
BABA,2021,268.1070589,19567384.52,19578000,52490000,325743.5199,10615.478,16343255.21,19241641,14281.9325,19227359.07,2884103.86,99.94577854,167666.447,1/20/2021,Consumer Discretionary
NFLX,2021,238.8126226,55668332.44,56090000,133950000,2342751.107,421667.5553,45304395.56,53325581.34,26292.4464,53299288.89,7994893.334,99.24823042,58458.23676,2/15/2021,Entertainment
AMZN,2022,217.9254036,26433613.54,26945000,58720000,1089250.795,511386.4638,21536450.16,25344362.74,7362.5582,25337000.18,3800550.028,98.10210999,121797.6248,7/21/2022,Consumer Discretionary
META,2023,162.8700967,53626900.01,54479000,88730000,2283671.12,852099.988,43618081.35,51343228.89,27839.0733,51315389.82,7697308.473,98.43591111,60189.86398,9/20/2023,Communication Service
AMZN,2021,55.27520244,8299244.582,8521000,4710000,153396.671,221755.4177,6916557.775,8145847.911,8721.1171,8137126.794,1220569.019,97.39754233,385363.1499,7/11/2021,Consumer Discretionary
BABA,2021,51.78781715,36995476.94,37364000,19350000,1394211.716,368523.0582,30253627.3,35601265.23,8762.5243,35592502.7,5338875.405,99.01369484,87806.31356,7/6/2021,Consumer Discretionary
AAPL,2021,57.88446078,8464851.708,8707000,5040000,210027.647,242148.2922,7008896.626,8254824.061,9063.3247,8245760.736,1236864.11,97.21892394,377128.8389,3/12/2021,Technology
META,2020,119.6249887,32666433.94,33279000,39810000,1437537.173,612566.0564,26543730.91,31228896.77,978.0536,31227918.72,4684187.808,98.15930149,98596.82082,8/28/2020,Communication Service
NVDA,2021,230.8269375,33973747.08,34658000,80000000,449092.5441,684252.9164,28435838.37,33524654.54,70727.0411,33453927.5,5018089.125,98.02569994,94669.79341,12/11/2021,Technology
ORCL,2023,168.2548326,17966660.57,18365000,30900000,831466.7523,398339.4267,14536855.48,17135193.82,33010.9081,17102182.91,2565327.437,97.83098597,178747.3455,6/19/2023,Technology
NFLX,2021,214.7624656,10037614.28,10188000,21880000,107706.9674,150385.716,8429706.982,9929907.317,12604.9844,9917302.332,1487595.35,98.52389364,322292.1771,6/10/2021,Entertainment
META,2023,265.9447322,27285345.01,27611000,73430000,53084.9194,325654.9904,23112396.48,27232260.09,41205.4115,27191054.68,4078658.202,98.82056068,118857.354,2/13/2023,Communication Service
AAPL,2020,232.0614351,8171432.837,8334000,19340000,198013.9859,162567.1628,6767287.815,7973418.851,11903.7749,7961515.076,1194227.262,98.0493501,394012.251,8/15/2020,Technology
GOOG,2021,184.0767201,15404991.06,15537000,28600000,617139.2117,132008.9444,12539759.38,14787851.84,35193.7545,14752658.09,2212898.713,99.15035757,211300.6243,2/14/2021,Technology
MSFT,2023,165.6506759,15086964.51,15092000,25000000,721150.9773,5035.4899,12208852.3,14365813.53,2457.8907,14363355.64,2154503.346,99.96663471,217533.9451,8/7/2023,Technology
GOOG,2023,263.9914241,48504565.36,49441000,130520000,463959.8032,936434.6396,40742099.58,48040605.56,108723.6966,47931881.86,7189782.279,98.1059553,66333.35491,11/7/2023,Technology
GOOG,2020,185.1570911,39693295.29,40868000,75670000,1602106.947,1174704.706,32347773.68,38091188.35,34984.0148,38056204.33,5708430.65,97.12561245,80269.27425,2/15/2020,Technology
AAPL,2020,262.1805183,55621720.16,55950000,146690000,1085808.204,328279.8409,46251148.99,54535911.96,122795.5009,54413116.45,8161967.468,99.41326213,58604.76318,3/3/2020,Technology
MSFT,2023,103.4374015,31671298.11,31710000,32800000,37952.5904,38701.8882,26882948.52,31633345.52,6347.2609,31626998.26,4744049.739,99.87795053,103480.3059,6/12/2023,Technology
NFLX,2020,50.51583067,13705243.57,14055000,7100000,162798.189,349756.4342,11490441.31,13542445.38,24279.1314,13518166.25,2027724.937,97.51151594,233591.3198,1/10/2020,Entertainment
NFLX,2022,246.2739912,54859542.6,55958000,137810000,2441169.962,1098457.401,44488551.37,52418372.64,78900.437,52339472.2,7850920.83,98.03699667,58596.37049,8/29/2022,Entertainment
TSLA,2023,232.6322351,43026248.04,43313000,100760000,1534524.941,286751.9553,35265219.94,41491723.1,3229.0524,41488494.05,6223274.108,99.33795407,75732.46369,3/16/2023,Automotive Technology
BABA,2023,124.16753,13262313.86,13514000,16780000,590832.1954,251686.1447,10750460.12,12671481.66,23881.5179,12647600.14,1897140.021,98.13758958,242946.5813,9/3/2023,Consumer Discretionary
AAPL,2020,64.28401136,46095919.77,46139000,29660000,2080765.22,43080.2312,37356251.02,44015154.55,66623.9416,43948530.61,6592279.591,99.90662946,71087.74789,10/23/2020,Technology
ORCL,2023,263.1901277,32606729.04,32657000,85950000,1229143.914,50270.9633,26633712.16,31377585.12,43806.1059,31333779.02,4700066.853,99.84606374,100476.6451,10/22/2023,Technology
MSFT,2020,70.03440347,57729999.56,57843000,40510000,368420.4994,113000.4415,48722110.31,57361579.06,41449.2811,57320129.78,8598019.467,99.80464284,56683.56067,2/9/2020,Technology
MSFT,2020,218.8088107,37603940.45,37727000,82550000,1527841.879,123059.547,30602652.13,36076098.57,72978.423,36003120.15,5400468.023,99.67381571,86960.50044,1/16/2020,Technology
AMZN,2023,272.5547697,11529367.76,11594000,31600000,89260.697,64632.2437,9716207.091,11440107.06,9275.1876,11430831.87,1714624.781,99.44253714,283195.7996,8/22/2023,Consumer Discretionary
AMZN,2020,154.8149286,38968925.68,39066000,60480000,59428.2698,97074.3243,33013603.54,38909497.41,69963.8344,38839533.57,5825930.036,99.75151199,83976.47315,4/20/2020,Consumer Discretionary
ORCL,2022,101.0654328,55497894.15,56409000,57010000,929999.2753,911105.8464,46378759.46,54567894.88,4648.4606,54563246.42,8184486.963,98.38482184,58127.08256,10/22/2022,Technology
META,2021,82.71711969,19089205.12,19609000,16220000,438932.6151,519794.8822,15824083.94,18650272.5,33703.1671,18616569.34,2792485.4,97.3492025,167401.2239,2/10/2021,Communication Service
TSLA,2023,237.9633765,22138020.44,22390000,53280000,1071063.666,251979.5571,17887443.47,21066956.78,22905.6395,21044051.14,3156607.671,98.87458885,146596.36,10/8/2023,Automotive Technology
GOOG,2020,299.6093491,29493013.86,30206000,90500000,280936.9922,712986.1419,24772796.88,29212076.87,67609.9471,29144466.92,4371670.038,97.63958769,108637.7177,4/18/2020,Technology
GOOG,2020,176.4824993,34010999.71,34570000,61010000,137643.7821,559000.2869,28787955.69,33873355.93,5172.7684,33868183.16,5080227.474,98.3829902,94911.03558,7/3/2020,Technology
MSFT,2022,269.8136507,52267085.43,53448000,144210000,2118316.195,1180914.568,42620111.2,50148769.24,7461.9418,50141307.3,7521196.094,97.79053553,61352.84201,7/29/2022,Technology
META,2022,258.4088915,13298709.98,13676000,35340000,577945.9159,377290.0233,10809169.3,12720764.06,4094.2947,12716669.77,1907500.465,97.24122533,240067.5563,1/28/2022,Communication Service
TSLA,2020,188.6561871,40808235.17,41732000,78730000,793074.6643,923764.8309,33929643.54,40015160.5,97932.8159,39917227.69,5987584.153,97.78643528,78605.34602,1/9/2020,Automotive Technology
GOOG,2021,272.4342576,19103773.01,19546000,53250000,677771.1108,442226.9883,15640442.22,18426001.9,25481.643,18400520.26,2760078.039,97.73750646,167941.1082,7/8/2021,Technology
BABA,2021,201.2112718,19842997.55,19979000,40200000,921567.0801,136002.453,16044496.9,18921430.47,45551.7643,18875878.7,2831381.805,99.31927297,164299.1942,1/5/2021,Consumer Discretionary
META,2021,263.2205924,42375118.19,42812000,112690000,1915062.763,436881.8067,34362682.69,40460055.43,33369.9141,40426685.52,6064002.827,98.97953423,76619.87994,9/1/2021,Communication Service
BABA,2023,277.0571975,18395127.58,18812000,52120000,615311.9746,416872.4184,15112023.07,17779815.61,964.9324,17778850.67,2666827.601,97.78400798,174497.677,5/11/2023,Consumer Discretionary
AAPL,2020,257.3334002,39639213.31,39886000,102640000,1484908.933,246786.6888,32423649.62,38154304.38,8834.2432,38145470.14,5721820.52,99.3812699,82247.97924,5/26/2020,Technology
AAPL,2020,82.71224193,23111310.92,23346000,19310000,546545.9539,234689.0769,19134742.25,22564764.97,53303.4996,22511461.47,3376719.22,98.99473539,140589.2615,12/21/2020,Technology
TSLA,2021,187.9260619,44411584.13,45768000,86010000,574719.5885,1356415.867,37167378.31,43836864.54,110537.1241,43726327.42,6558949.113,97.03632261,71664.80292,5/14/2021,Automotive Technology
NFLX,2020,286.2906841,10818513.8,11153000,31930000,202614.3697,334486.1989,9022949.449,10615899.43,664.7858,10615234.65,1592285.197,97.0009307,294397.5791,12/24/2020,Entertainment
MSFT,2020,195.6269768,49835799.43,50903000,99580000,162069.6502,1067200.568,42184275.91,49673729.78,45169.8852,49628559.9,7444283.985,97.90346233,64425.30303,8/30/2020,Technology
MSFT,2023,127.0607827,11996195.37,12010000,15260000,534517.2863,13804.6293,9742110.569,11461678.08,371.5325,11461306.55,1719195.983,99.88505721,273383.0558,3/14/2023,Technology
AAPL,2022,112.3595506,16188368.96,16554000,18600000,607982.8735,365631.0388,13229620.97,15580386.09,16126.1172,15564259.97,2334638.996,97.79128284,198313.163,10/6/2022,Technology
GOOG,2022,271.0307686,47368408.05,47906000,129840000,424999.5952,537591.9474,39812372.4,46943408.46,105323.2811,46838085.18,7025712.776,98.87781917,68462.00685,11/5/2022,Technology
NFLX,2021,109.179677,55127791.81,55917000,61050000,1948780.383,789208.1947,45129091.7,53179011.42,85962.3583,53093049.06,7963957.36,98.58860777,58639.40841,9/23/2021,Entertainment
MSFT,2021,56.19133101,52633344.16,53478000,30050000,1715840.473,844655.8409,43176294.33,50917503.69,121863.2975,50795640.39,7619346.058,98.42055454,61318.3683,4/15/2021,Technology
META,2023,266.0260978,48447533.78,49123000,130680000,871084.9001,675466.2225,40370244.1,47576448.88,82044.0594,47494404.82,7124160.723,98.62494916,66763.41429,3/27/2023,Communication Service
AMZN,2022,225.2835126,13688450.38,13756000,30990000,613703.8847,67549.6245,11099144.62,13074746.49,16929.288,13057817.2,1958672.58,99.50894428,238670.8273,8/6/2022,Consumer Discretionary
NFLX,2020,105.6048101,50784393.55,52223000,55150000,572205.5067,1438606.45,42631711.26,50212188.04,57233.6248,50154954.42,7523243.163,97.24526272,62794.34732,10/20/2020,Entertainment
NVDA,2022,248.8409456,21658926.76,21785000,54210000,232033.5857,126073.2392,18165356.77,21426893.18,55885.2083,21371007.97,3205651.195,99.42128419,150670.3236,9/21/2022,Technology
AMZN,2021,98.22278642,6257431.49,6302000,6190000,313887.4744,44568.5104,5039982.976,5943544.015,14152.2791,5929391.736,889408.7604,99.29278784,521088.7496,3/12/2021,Consumer Discretionary
META,2022,291.7261463,51274357.68,52539000,153270000,1277913.741,1264642.325,42475197.48,49996443.93,25623.37,49970820.56,7495623.085,97.59294557,62416.06426,11/18/2022,Communication Service
TSLA,2022,149.9217994,40069294.76,40281000,60390000,966902.7594,211705.2423,33172552.16,39102392,75860.0396,39026531.96,5853979.794,99.47442903,81440.46573,8/17/2022,Automotive Technology
BABA,2022,78.84146987,56487351.56,56658000,44670000,702145.5734,170648.4404,47325409.84,55785205.99,108253.2391,55676952.75,8351542.912,99.69880963,57871.18677,7/10/2022,Consumer Discretionary
TSLA,2021,295.8951587,36472675.66,36932000,109280000,1120086.529,459324.3364,29980561.8,35352589.14,81339.9558,35271249.18,5290687.377,98.75629715,88834.56894,4/13/2021,Automotive Technology
AAPL,2020,136.4153289,37754642.83,37811000,51580000,648887.6397,56357.1653,31491912.57,37105755.2,56446.293,37049308.9,5557396.335,99.85095034,86767.08894,4/25/2020,Technology
META,2023,177.8513862,38138250.65,38341000,68190000,1425254.396,202749.3489,31196154.39,36712996.25,11638.1486,36701358.11,5505203.716,99.47119442,85566.29718,8/24/2023,Communication Service
NFLX,2021,227.1962125,18886222.92,19010000,43190000,887561.716,123777.0803,15270675.27,17998661.2,33160.8854,17965500.32,2694825.048,99.34888438,172679.1426,6/22/2021,Entertainment
AAPL,2021,67.47363375,25029617.85,25032000,16890000,615359.7584,2382.1538,20730428.16,24414258.09,25519.0722,24388739.02,3658310.852,99.99048357,131113.307,3/23/2021,Technology
META,2022,81.15990937,40818924.23,41486000,33670000,142784.6434,667075.7685,34533637.75,40676139.59,48330.4714,40627809.12,6094171.368,98.39204607,79072.04599,9/25/2022,Communication Service
TSLA,2022,131.5530603,40472521.3,41679000,54830000,488474.5815,1206478.703,33899294.69,39984046.72,102523.5465,39881523.17,5982228.475,97.10530794,78705.42959,4/8/2022,Automotive Technology
TSLA,2021,216.2561893,15288299.86,15551000,33630000,253378.9223,262700.1428,12757466.23,15034920.93,26137.1298,15008783.81,2251317.571,98.31071865,211110.308,4/20/2021,Automotive Technology
NFLX,2021,125.2412941,37824905.12,38853000,48660000,91577.2468,1028094.877,32055954.8,37733327.88,20439.8789,37712888,5656933.2,97.35388547,84437.39737,4/14/2021,Entertainment
BABA,2020,102.5652835,21510955.81,21713000,22270000,1008388.257,202044.195,17394930.33,20502567.55,37943.6295,20464623.92,3069693.588,99.06947822,151170.2759,7/16/2020,Consumer Discretionary
ORCL,2022,160.5285537,29776752.51,30574000,49080000,89641.8596,797247.4949,25204107.79,29687110.65,35219.1274,29651891.52,4447783.728,97.39240042,107328.9102,5/22/2022,Technology
AMZN,2023,289.9599219,48378680.18,48655000,141080000,1560378.533,276319.8174,39772794.38,46818301.65,26778.8477,46791522.8,7018728.42,99.43208341,67406.55637,6/24/2023,Consumer Discretionary
MSFT,2020,215.9840839,20345481.81,20608000,44510000,398963.7696,262518.194,16931211.68,19946518.04,27445.4739,19919072.56,2987860.884,98.72613454,159281.381,8/18/2020,Technology
ORCL,2022,287.9834254,9842367.365,10136000,29190000,480733.9603,293632.6348,7954132.711,9361633.405,3830.215,9357803.19,1403670.479,97.10307187,323946.1227,5/7/2022,Technology
AMZN,2022,99.79832901,17148424.64,17355000,17320000,199656.2045,206575.359,14400627.13,16948768.44,6854.1615,16941914.28,2541287.141,98.80970695,189155.6324,3/12/2022,Consumer Discretionary
AAPL,2020,168.7967075,17965166.2,18466000,31170000,108371.3101,500833.7991,15157583.7,17856794.89,24343.4735,17832451.42,2674867.713,97.2878057,177769.1379,10/11/2020,Technology
GOOG,2023,207.4548464,27069226.15,27794000,57660000,936208.5405,724773.8511,22164094.48,26133017.61,57612.341,26075405.27,3911310.79,97.39233701,118074.1203,9/15/2023,Technology
AMZN,2023,110.993756,31709703.03,32191000,35730000,1128285.681,481296.9688,25945910.82,30581417.35,56816.3843,30524600.97,4578690.145,98.50487102,101932.6023,7/3/2023,Consumer Discretionary
AAPL,2020,104.7204735,47508327.11,47813000,50070000,477813.1921,304672.8912,39913385.34,47030513.92,73589.9891,46956923.93,7043538.589,99.36278232,68595.36528,2/3/2020,Technology
BABA,2023,112.3421799,7605471.766,7762000,8720000,299886.511,156528.2341,6201464.655,7305585.255,9744.4848,7295840.77,1094376.116,97.98340332,423055.3079,7/19/2023,Consumer Discretionary
GOOG,2023,166.1261553,12260303.51,12334000,20490000,123995.1549,73696.4943,10310427.21,12136308.35,6393.9863,12129914.36,1819487.155,99.40249315,266198.9703,4/18/2023,Technology
BABA,2022,272.8638301,55892391.35,57252000,156220000,1232668.652,1359608.652,46356674.47,54659722.7,122458.6162,54537264.08,8180589.612,97.62522069,57269.72508,8/11/2022,Consumer Discretionary
ORCL,2023,186.973422,49268766.15,50681000,94760000,1125498.623,1412233.851,40857460.15,48143267.53,75667.3477,48067600.18,7210140.027,97.21348464,64707.94578,11/4/2023,Technology
MSFT,2023,237.9511998,29283106.16,29754000,70800000,398076.4459,470893.8363,24542176.39,28885029.72,11881.0254,28873148.69,4330972.304,98.41737637,110289.5779,7/29/2023,Technology
TSLA,2023,118.6440678,38398120.73,39471000,46830000,24830.9311,1072879.271,32555854.34,38373289.8,72284.6906,38301005.11,5745150.766,97.28185435,83113.78987,8/15/2023,Automotive Technology
GOOG,2022,133.9889367,17469495.49,17897000,23980000,103657.4364,427504.5115,14735518.45,17365838.05,29933.997,17335904.06,2600385.608,97.6113063,183424.1381,6/18/2022,Technology
BABA,2020,107.8423598,12243623.28,12611000,13600000,505690.7174,367376.7174,9976603.413,11737932.57,752.079,11737180.49,1760577.073,97.08685499,260349.7264,6/15/2020,Consumer Discretionary
MSFT,2021,151.8809328,8374380.553,8533000,12960000,126232.4778,158619.4469,7001935.454,8248148.075,10576.9532,8237571.122,1235635.668,98.14110574,384821.0711,12/20/2021,Technology
BABA,2023,101.6936989,27326798.42,27868000,28340000,13158.1276,541201.5772,23216183.32,27313640.3,483.4484,27313156.85,4096973.527,98.057982,117760.3237,8/20/2023,Consumer Discretionary
NFLX,2023,196.0157762,53648318.8,54766000,107350000,1470708.718,1117681.196,44291378.49,52177610.09,70105.9837,52107504.1,7816125.615,97.95916957,59873.9163,8/10/2023,Entertainment
AAPL,2023,285.6822693,30483697.03,31234000,89230000,859203.9778,750302.9662,25157826.9,29624493.06,27049.6404,29597443.42,4439616.512,97.59780058,105058.8493,12/20/2023,Technology
TSLA,2023,288.3519446,51500471.98,51940000,149770000,769735.7696,439528.0242,43115846.44,50730736.21,6210.9869,50724525.22,7608678.783,99.15377739,63137.03312,4/9/2023,Automotive Technology
NFLX,2021,118.2306219,31137978.95,31853000,37660000,1369314.068,715021.0529,25267735.56,29768664.88,41917.1603,29726747.72,4459012.158,97.75524738,103015.2953,9/10/2021,Entertainment
NVDA,2020,217.2281805,25864860.45,26387000,57320000,1173188.607,522139.5487,20976823.43,24691671.84,13056.0447,24678615.8,3701792.37,98.02122428,124375.3667,4/6/2020,Technology
NFLX,2021,279.8859998,50496614.07,51228000,143380000,837021.1897,731385.9278,42119188.14,49659592.88,107606.8344,49551986.05,7432797.907,98.57229264,64015.94245,11/8/2021,Entertainment
ORCL,2020,197.9737979,54536465.74,54881000,108650000,1941015.8,344534.2589,44637190.81,52595449.94,81107.8095,52514342.13,7877151.32,99.37221578,59748.24438,4/14/2020,Technology
AAPL,2020,83.91365765,40162678.26,40351000,33860000,263548.6422,188321.7425,33880005.8,39899129.62,40299.2648,39858830.35,5978824.553,99.53329102,81299.01118,2/8/2020,Technology
NVDA,2021,144.7334535,7571496.254,7766000,11240000,306520.729,194503.7464,6173377.194,7264975.525,2178.8261,7262796.699,1089419.505,97.49544493,422837.3551,3/26/2021,Technology
AMZN,2023,240.3272838,22553720.81,22977000,55220000,415187.8503,423279.1896,18770606.94,22138532.96,55465.9709,22083066.99,3312460.048,98.15781351,142848.6661,7/5/2023,Consumer Discretionary
NFLX,2022,257.9754535,46203729.72,46361000,119600000,753905.9122,157270.2793,38607646.62,45449823.81,29063.0768,45420760.73,6813114.11,99.6607703,70746.86482,5/4/2022,Entertainment
